SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
99,DC:A6:32:55:FC:3E,2020-07-17 04:23:25.431268,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
100,98:04:ED:C0:E4:41,2020-07-17 04:23:26.045607,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-93
101,DC:A6:32:55:FC:3E,2020-07-17 04:23:26.045607,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
102,DC:A6:32:55:FC:3E,2020-07-17 04:23:27.334404,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-73
103,98:04:ED:C0:E4:41,2020-07-17 04:23:27.334404,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
104,98:04:ED:C0:E4:41,2020-07-17 04:23:28.069966,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-93
105,DC:A6:32:55:FC:3E,2020-07-17 04:23:28.069966,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-74
106,98:04:ED:C0:E4:41,2020-07-17 04:23:29.026936,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-95
107,DC:A6:32:55:FC:3E,2020-07-17 04:23:29.026936,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
108,98:04:ED:C0:E4:41,2020-07-17 04:23:30.413168,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
109,DC:A6:32:55:FC:3E,2020-07-17 04:23:30.413168,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-75
110,98:04:ED:C0:E4:41,2020-07-17 04:23:31.127041,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
111,DC:A6:32:55:FC:3E,2020-07-17 04:23:31.127041,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
112,DC:A6:32:55:FC:3E,2020-07-17 04:23:32.093222,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
113,98:04:ED:C0:E4:41,2020-07-17 04:23:32.093222,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-95
114,98:04:ED:C0:E4:41,2020-07-17 04:23:33.143893,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-94
115,DC:A6:32:55:FC:3E,2020-07-17 04:23:33.143893,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
116,98:04:ED:C0:E4:41,2020-07-17 04:23:34.004491,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
117,DC:A6:32:55:FC:3E,2020-07-17 04:23:34.004491,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
118,98:04:ED:C0:E4:41,2020-07-17 04:23:35.298909,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
119,DC:A6:32:55:FC:3E,2020-07-17 04:23:35.298909,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
120,98:04:ED:C0:E4:41,2020-07-17 04:23:36.054559,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-89
121,DC:A6:32:55:FC:3E,2020-07-17 04:23:36.054559,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-74
122,DC:A6:32:55:FC:3E,2020-07-17 04:23:37.053368,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
123,98:04:ED:C0:E4:41,2020-07-17 04:23:37.053368,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
124,DC:A6:32:55:FC:3E,2020-07-17 04:23:38.174692,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
125,98:04:ED:C0:E4:41,2020-07-17 04:23:38.174692,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
126,DC:A6:32:55:FC:3E,2020-07-17 04:23:39.195917,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-75
127,98:04:ED:C0:E4:41,2020-07-17 04:23:39.195917,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-96
128,98:04:ED:C0:E4:41,2020-07-17 04:23:40.398373,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
129,DC:A6:32:55:FC:3E,2020-07-17 04:23:40.398373,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-72
130,98:04:ED:C0:E4:41,2020-07-17 04:23:41.068375,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
131,DC:A6:32:55:FC:3E,2020-07-17 04:23:41.068375,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-74
132,DC:A6:32:55:FC:3E,2020-07-17 04:23:42.035961,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
