 aSCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
562,DC:A6:32:55:FC:3E,2020-07-16 22:32:32.065341,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
563,DC:A6:32:55:FC:3E,2020-07-16 22:32:33.050413,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
564,DC:A6:32:55:FC:3E,2020-07-16 22:32:34.423566,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
565,DC:A6:32:55:FC:3E,2020-07-16 22:32:35.580414,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
566,DC:A6:32:55:FC:3E,2020-07-16 22:32:36.031649,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
567,DC:A6:32:55:FC:3E,2020-07-16 22:32:37.370496,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
568,DC:A6:32:55:FC:3E,2020-07-16 22:32:38.272075,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
569,DC:A6:32:55:FC:3E,2020-07-16 22:32:39.071117,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
570,DC:A6:32:55:FC:3E,2020-07-16 22:32:40.208625,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
571,DC:A6:32:55:FC:3E,2020-07-16 22:32:41.172981,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
572,DC:A6:32:55:FC:3E,2020-07-16 22:32:42.309296,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
573,DC:A6:32:55:FC:3E,2020-07-16 22:32:43.229316,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
574,DC:A6:32:55:FC:3E,2020-07-16 22:32:44.294377,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
575,DC:A6:32:55:FC:3E,2020-07-16 22:32:45.083131,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
576,DC:A6:32:55:FC:3E,2020-07-16 22:32:46.339333,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
577,DC:A6:32:55:FC:3E,2020-07-16 22:32:47.070650,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
578,DC:A6:32:55:FC:3E,2020-07-16 22:32:48.166895,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
579,DC:A6:32:55:FC:3E,2020-07-16 22:32:49.270710,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
580,DC:A6:32:55:FC:3E,2020-07-16 22:32:50.090716,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
581,DC:A6:32:55:FC:3E,2020-07-16 22:32:51.449546,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
582,DC:A6:32:55:FC:3E,2020-07-16 22:32:52.026948,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
583,DC:A6:32:55:FC:3E,2020-07-16 22:32:53.124506,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
584,DC:A6:32:55:FC:3E,2020-07-16 22:32:54.013286,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
585,DC:A6:32:55:FC:3E,2020-07-16 22:32:55.003395,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-47
586,DC:A6:32:55:FC:3E,2020-07-16 22:32:56.199638,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
587,DC:A6:32:55:FC:3E,2020-07-16 22:32:57.379689,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
588,DC:A6:32:55:FC:3E,2020-07-16 22:32:58.020814,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
589,DC:A6:32:55:FC:3E,2020-07-16 22:32:59.242858,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
590,DC:A6:32:55:FC:3E,2020-07-16 22:33:00.013499,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
591,DC:A6:32:55:FC:3E,2020-07-16 22:33:01.386548,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
592,DC:A6:32:55:FC:3E,2020-07-16 22:33:02.144664,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
593,DC:A6:32:55:FC:3E,2020-07-16 22:33:03.281045,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
594,DC:A6:32:55:FC:3E,2020-07-16 22:33:04.259101,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
595,DC:A6:32:55:FC:3E,2020-07-16 22:33:05.170992,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
596,DC:A6:32:55:FC:3E,2020-07-16 22:33:06.119825,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
597,DC:A6:32:55:FC:3E,2020-07-16 22:33:07.036198,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
598,DC:A6:32:55:FC:3E,2020-07-16 22:33:08.072403,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
599,DC:A6:32:55:FC:3E,2020-07-16 22:33:09.102453,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
600,DC:A6:32:55:FC:3E,2020-07-16 22:33:10.129286,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
601,DC:A6:32:55:FC:3E,2020-07-16 22:33:11.096742,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
602,DC:A6:32:55:FC:3E,2020-07-16 22:33:12.714954,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-40
603,DC:A6:32:55:FC:3E,2020-07-16 22:33:13.073667,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
604,DC:A6:32:55:FC:3E,2020-07-16 22:33:14.151204,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
605,DC:A6:32:55:FC:3E,2020-07-16 22:33:16.156356,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
606,DC:A6:32:55:FC:3E,2020-07-16 22:33:17.296267,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
607,DC:A6:32:55:FC:3E,2020-07-16 22:33:18.113838,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
608,DC:A6:32:55:FC:3E,2020-07-16 22:33:19.101298,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
609,DC:A6:32:55:FC:3E,2020-07-16 22:33:20.151364,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
610,DC:A6:32:55:FC:3E,2020-07-16 22:33:21.134027,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-48
611,DC:A6:32:55:FC:3E,2020-07-16 22:33:22.265295,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-45
612,DC:A6:32:55:FC:3E,2020-07-16 22:33:23.302756,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-43
613,DC:A6:32:55:FC:3E,2020-07-16 22:33:24.012819,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-42
614,DC:A6:32:55:FC:3E,2020-07-16 22:33:25.036580,f452d6ce-c7dc-11ea-a4b0-dca63255fc3b,1,1,1,-44
